	Views	Protein	Species	E-value	% identity	Align len	Strands	Query ID	Query from	Query to	Target from	Target to	Bitscore	# identical	Positives	Gaps	Query len	Target len
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj3g0001057.2	Lj3g0001057.2	L.japonicus Lj1.0v1	1.05e-55	60	154	+/+	AT3G04730.1	73	224	179	318	183.726	93	105	16	236	339
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.09G203300.2.p	Glyma.09G203300.2.p	G.max Wm82.a4.v1	4.87e-55	57	158	+/+	AT3G04730.1	73	227	202	345	182.185	90	111	17	236	348
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G22670.5	AT2G22670.5	A.thaliana Araport11	2.64e-54	42	286	+/+	AT3G04730.1	2	235	47	316	179.489	119	155	68	236	320
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G16500.1	AT3G16500.1	A.thaliana Araport11	0	100	269	+/+	AT3G16500.1	1	269	1	269	555.829	269	269	0	269	270
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G16500.2	AT3G16500.2	A.thaliana Araport11	0	100	258	+/+	AT3G16500.1	1	258	1	258	530.406	258	258	0	269	267
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G51950.1	AT1G51950.1	A.thaliana Araport11	1.85e-116	66	276	+/+	AT3G16500.1	1	267	1	265	337.421	183	210	20	269	268
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj3g0015366.1	Lj3g0015366.1	L.japonicus Lj1.0v1	1.53e-84	51	312	+/+	AT3G16500.1	9	260	8	315	258.07	158	188	64	269	323
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.15G019000.1.p	GlysoPI483463.15G019000.1.p	G.soja v1.1	1.24e-82	51	316	+/+	AT3G16500.1	9	267	8	313	253.447	162	193	67	269	321
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.15G020300.1.p	Glyma.15G020300.1.p	G.max Wm82.a4.v1	1.24e-82	51	316	+/+	AT3G16500.1	9	267	8	313	253.447	162	193	67	269	321
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr2g100780.4	Medtr2g100780.4	M.truncatula Mt4.0v1	2.13e-75	54	263	+/+	AT3G16500.1	32	267	11	267	233.032	141	178	33	269	270
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr2g100780.1	Medtr2g100780.1	M.truncatula Mt4.0v1	2.13e-75	54	263	+/+	AT3G16500.1	32	267	11	267	233.032	141	178	33	269	270
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr2g100780.2	Medtr2g100780.2	M.truncatula Mt4.0v1	2.13e-75	54	263	+/+	AT3G16500.1	32	267	11	267	233.032	141	178	33	269	270
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr2g100780.3	Medtr2g100780.3	M.truncatula Mt4.0v1	3.89e-74	54	251	+/+	AT3G16500.1	32	255	11	257	229.95	136	170	31	269	269
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.13G301800.1.p	GlysoPI483463.13G301800.1.p	G.soja v1.1	8.83e-73	64	201	+/+	AT3G16500.1	78	267	141	339	228.794	129	150	13	269	347
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.13G301800.1.p	GlysoPI483463.13G301800.1.p	G.soja v1.1	3.34e-6	41	74	+/+	AT3G16500.1	9	80	8	77	50.447	30	41	6	269	347
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G354100.11.p	Glyma.13G354100.11.p	G.max Wm82.a4.v1	8.83e-73	64	201	+/+	AT3G16500.1	78	267	141	339	228.794	129	150	13	269	347
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G354100.11.p	Glyma.13G354100.11.p	G.max Wm82.a4.v1	3.34e-6	41	74	+/+	AT3G16500.1	9	80	8	77	50.447	30	41	6	269	347
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G354100.12.p	Glyma.13G354100.12.p	G.max Wm82.a4.v1	8.83e-73	64	201	+/+	AT3G16500.1	78	267	141	339	228.794	129	150	13	269	347
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G354100.12.p	Glyma.13G354100.12.p	G.max Wm82.a4.v1	3.34e-6	41	74	+/+	AT3G16500.1	9	80	8	77	50.447	30	41	6	269	347
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G354100.13.p	Glyma.13G354100.13.p	G.max Wm82.a4.v1	8.83e-73	64	201	+/+	AT3G16500.1	78	267	141	339	228.794	129	150	13	269	347
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G354100.13.p	Glyma.13G354100.13.p	G.max Wm82.a4.v1	3.34e-6	41	74	+/+	AT3G16500.1	9	80	8	77	50.447	30	41	6	269	347
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G354100.6.p	Glyma.13G354100.6.p	G.max Wm82.a4.v1	5.19e-71	65	189	+/+	AT3G16500.1	78	255	141	329	224.172	122	142	11	269	343
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G354100.6.p	Glyma.13G354100.6.p	G.max Wm82.a4.v1	3.28e-6	41	74	+/+	AT3G16500.1	9	80	8	77	50.447	30	41	6	269	343
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G354100.5.p	Glyma.13G354100.5.p	G.max Wm82.a4.v1	5.19e-71	65	189	+/+	AT3G16500.1	78	255	141	329	224.172	122	142	11	269	343
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G354100.5.p	Glyma.13G354100.5.p	G.max Wm82.a4.v1	3.28e-6	41	74	+/+	AT3G16500.1	9	80	8	77	50.447	30	41	6	269	343
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr8g014520.2	Medtr8g014520.2	M.truncatula Mt4.0v1	7.56e-67	48	267	+/+	AT3G16500.1	25	253	2	261	211.075	129	166	45	269	269
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr8g014520.1	Medtr8g014520.1	M.truncatula Mt4.0v1	7.68e-67	48	277	+/+	AT3G16500.1	25	263	2	270	211.46	132	169	46	269	272
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.07G015200.1.p	Glyma.07G015200.1.p	G.max Wm82.a4.v1	6.29e-63	54	215	+/+	AT3G16500.1	74	265	109	317	202.601	117	141	29	269	318
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.08G184100.2.p	GlysoPI483463.08G184100.2.p	G.soja v1.1	6.82e-63	54	213	+/+	AT3G16500.1	74	265	107	313	202.601	115	139	27	269	314
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G200700.1.p	Glyma.08G200700.1.p	G.max Wm82.a4.v1	6.82e-63	54	213	+/+	AT3G16500.1	74	265	107	313	202.601	115	139	27	269	314
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.08G184100.1.p	GlysoPI483463.08G184100.1.p	G.soja v1.1	7.19e-63	43	324	+/+	AT3G16500.1	22	265	59	372	204.142	139	177	90	269	373
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.07G013300.3.p	GlysoPI483463.07G013300.3.p	G.soja v1.1	4.54e-62	55	203	+/+	AT3G16500.1	74	253	109	307	200.675	111	134	27	269	318
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.07G013300.1.p	GlysoPI483463.07G013300.1.p	G.soja v1.1	5.35e-62	55	203	+/+	AT3G16500.1	74	253	109	307	201.06	111	134	27	269	342
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.07G013300.2.p	GlysoPI483463.07G013300.2.p	G.soja v1.1	6.66e-62	55	203	+/+	AT3G16500.1	74	253	109	307	200.29	111	134	27	269	322
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj3g0026810.1	Lj3g0026810.1	L.japonicus Lj1.0v1	7.38e-60	48	271	+/+	AT3G16500.1	28	249	4	271	194.126	129	161	52	269	289
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G25890.1	AT5G25890.1	A.thaliana Araport11	1.08e-38	39	223	+/+	AT3G16500.1	33	255	2	166	135.961	86	118	58	269	176
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G33310.1	AT2G33310.1	A.thaliana Araport11	1.25e-37	47	179	+/+	AT3G16500.1	83	252	62	226	135.191	85	106	23	269	247
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G33310.3	AT2G33310.3	A.thaliana Araport11	1.25e-37	47	179	+/+	AT3G16500.1	83	252	62	226	135.191	85	106	23	269	247
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G33310.2	AT2G33310.2	A.thaliana Araport11	2.27e-37	50	158	+/+	AT3G16500.1	104	252	77	227	134.806	79	98	16	269	248
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G28640.3	AT4G28640.3	A.thaliana Araport11	2.85e-37	43	170	+/+	AT3G16500.1	97	259	76	244	134.42	73	102	8	269	251
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G28640.1	AT4G28640.1	A.thaliana Araport11	1.45e-36	43	165	+/+	AT3G16500.1	97	254	76	239	132.494	71	100	8	269	247
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr6g488150.1	Medtr6g488150.1	M.truncatula Mt4.0v1	1.73e-36	38	248	+/+	AT3G16500.1	25	252	7	238	132.494	93	129	36	269	255
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G29080.1	AT4G29080.1	A.thaliana Araport11	9.92e-36	35	266	+/+	AT3G16500.1	28	252	33	289	132.109	92	133	50	269	306
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.13G095100.1.p	GlysoPI483463.13G095100.1.p	G.soja v1.1	1.32e-35	42	173	+/+	AT3G16500.1	101	252	101	272	131.339	72	103	22	269	292
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g069495.1	Medtr1g069495.1	M.truncatula Mt4.0v1	1.47e-35	44	175	+/+	AT3G16500.1	101	252	80	252	130.568	77	104	25	269	273
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G28640.2	AT4G28640.2	A.thaliana Araport11	1.53e-35	44	163	+/+	AT3G16500.1	97	252	76	237	131.339	71	99	8	269	303
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G132200.2.p	GlysoPI483463.19G132200.2.p	G.soja v1.1	4.43e-35	39	195	+/+	AT3G16500.1	82	252	19	208	128.257	77	116	29	269	230
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G132200.8.p	GlysoPI483463.19G132200.8.p	G.soja v1.1	5.54e-35	39	195	+/+	AT3G16500.1	82	252	57	246	129.028	77	116	29	269	268
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G168500.6.p	Glyma.19G168500.6.p	G.max Wm82.a4.v1	5.54e-35	39	195	+/+	AT3G16500.1	82	252	57	246	129.028	77	116	29	269	268
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G168500.5.p	Glyma.19G168500.5.p	G.max Wm82.a4.v1	9.04e-35	39	195	+/+	AT3G16500.1	82	252	58	247	128.642	77	116	29	269	269
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj1g0008395.1	Lj1g0008395.1	L.japonicus Lj1.0v1	1.01e-34	37	236	+/+	AT3G16500.1	26	252	4	237	127.872	87	122	11	269	254
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G132200.5.p	GlysoPI483463.19G132200.5.p	G.soja v1.1	1.44e-34	40	196	+/+	AT3G16500.1	82	252	19	209	127.102	78	118	30	269	231
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G132200.1.p	GlysoPI483463.19G132200.1.p	G.soja v1.1	1.82e-34	40	196	+/+	AT3G16500.1	82	252	57	247	127.872	78	118	30	269	269
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G168500.1.p	Glyma.19G168500.1.p	G.max Wm82.a4.v1	2.48e-34	40	196	+/+	AT3G16500.1	82	252	58	248	127.487	78	118	30	269	270
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G168500.8.p	Glyma.19G168500.8.p	G.max Wm82.a4.v1	2.54e-34	40	196	+/+	AT3G16500.1	82	252	58	248	127.102	78	118	30	269	255
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G127000.3.p	Glyma.13G127000.3.p	G.max Wm82.a4.v1	1.05e-33	41	173	+/+	AT3G16500.1	101	252	190	361	128.257	71	102	22	269	381
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G04550.2	AT1G04550.2	A.thaliana Araport11	2.47e-33	44	179	+/+	AT3G16500.1	83	254	56	221	124.02	78	110	20	269	240
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G029300.1.p	GlysoPI483463.10G029300.1.p	G.soja v1.1	2.49e-33	38	226	+/+	AT3G16500.1	39	261	14	196	122.865	85	110	46	269	198
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G031800.3.p	Glyma.10G031800.3.p	G.max Wm82.a4.v1	2.49e-33	38	226	+/+	AT3G16500.1	39	261	14	196	122.865	85	110	46	269	198
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G036400.2.p	Glyma.08G036400.2.p	G.max Wm82.a4.v1	3.38e-33	42	165	+/+	AT3G16500.1	92	252	130	278	125.176	69	95	20	269	291
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.20G173400.1.p	GlysoPI483463.20G173400.1.p	G.soja v1.1	3.67e-33	34	238	+/+	AT3G16500.1	25	262	8	193	122.094	80	110	52	269	195
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g070520.1	Medtr1g070520.1	M.truncatula Mt4.0v1	4.32e-33	41	175	+/+	AT3G16500.1	81	252	67	229	123.635	71	92	15	269	246
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g080860.1	Medtr1g080860.1	M.truncatula Mt4.0v1	6.56e-33	37	248	+/+	AT3G16500.1	26	252	8	237	123.25	91	124	39	269	254
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.20G210500.1.p	Glyma.20G210500.1.p	G.max Wm82.a4.v1	7.33e-33	33	238	+/+	AT3G16500.1	25	262	8	193	121.324	79	110	52	269	195
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g080860.2	Medtr1g080860.2	M.truncatula Mt4.0v1	8.29e-33	37	248	+/+	AT3G16500.1	26	252	8	237	122.865	91	123	39	269	244
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G037300.1.p	GlysoPI483463.10G037300.1.p	G.soja v1.1	8.43e-33	40	173	+/+	AT3G16500.1	101	252	96	267	124.02	70	99	22	269	287
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g093240.1	Medtr1g093240.1	M.truncatula Mt4.0v1	1.21e-32	42	156	+/+	AT3G16500.1	100	252	80	220	122.094	66	89	18	269	237
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.08G033800.1.p	GlysoPI483463.08G033800.1.p	G.soja v1.1	1.22e-32	43	165	+/+	AT3G16500.1	92	252	193	341	125.176	71	95	20	269	358
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G036400.1.p	Glyma.08G036400.1.p	G.max Wm82.a4.v1	1.22e-32	43	165	+/+	AT3G16500.1	92	252	193	341	125.176	71	95	20	269	358
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj1g0026469.1	Lj1g0026469.1	L.japonicus Lj1.0v1	1.66e-32	39	178	+/+	AT3G16500.1	104	252	67	241	122.094	70	96	32	269	254
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g093240.2	Medtr1g093240.2	M.truncatula Mt4.0v1	2.31e-32	42	156	+/+	AT3G16500.1	100	252	80	220	121.324	66	89	18	269	240
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr8g103030.1	Medtr8g103030.1	M.truncatula Mt4.0v1	2.67e-32	42	154	+/+	AT3G16500.1	104	252	141	277	122.865	64	89	22	269	294
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G040400.3.p	Glyma.10G040400.3.p	G.max Wm82.a4.v1	4.48e-32	40	173	+/+	AT3G16500.1	101	252	183	354	124.02	70	99	22	269	374
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.05G196100.1.p	GlysoPI483463.05G196100.1.p	G.soja v1.1	6.64e-32	42	165	+/+	AT3G16500.1	92	252	125	271	121.324	70	96	22	269	288
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj4g0021637.1	Lj4g0021637.1	L.japonicus Lj1.0v1	7.31e-32	43	165	+/+	AT3G16500.1	92	252	141	287	121.709	71	95	22	269	304
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.05G229300.1.p	Glyma.05G229300.1.p	G.max Wm82.a4.v1	7.38e-32	42	165	+/+	AT3G16500.1	92	252	125	271	121.324	70	94	22	269	288
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj1g0027501.1	Lj1g0027501.1	L.japonicus Lj1.0v1	8.25e-32	35	219	+/+	AT3G16500.1	36	252	11	189	118.627	76	112	42	269	197
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G148900.1.p	GlysoPI483463.10G148900.1.p	G.soja v1.1	8.70e-32	39	226	+/+	AT3G16500.1	36	252	16	223	119.783	88	116	27	269	240
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G158600.1.p	Glyma.03G158600.1.p	G.max Wm82.a4.v1	9.44e-32	37	230	+/+	AT3G16500.1	36	261	12	205	119.013	85	112	40	269	207
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.03G123600.1.p	GlysoPI483463.03G123600.1.p	G.soja v1.1	9.85e-32	37	230	+/+	AT3G16500.1	36	261	12	205	119.013	85	112	40	269	207
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr2g101500.1	Medtr2g101500.1	M.truncatula Mt4.0v1	1.01e-31	37	215	+/+	AT3G16500.1	42	252	118	310	122.094	80	114	26	269	327
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj5g0010241.1	Lj5g0010241.1	L.japonicus Lj1.0v1	1.03e-31	46	158	+/+	AT3G16500.1	100	252	85	226	119.783	73	92	21	269	243
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj5g0014958.1	Lj5g0014958.1	L.japonicus Lj1.0v1	1.21e-31	40	174	+/+	AT3G16500.1	101	252	84	256	120.553	70	99	23	269	277
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G22670.3	AT2G22670.3	A.thaliana Araport11	1.27e-31	36	196	+/+	AT3G16500.1	61	252	137	303	121.709	70	109	33	269	322
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G22670.1	AT2G22670.1	A.thaliana Araport11	1.27e-31	36	196	+/+	AT3G16500.1	61	252	137	303	121.709	70	109	33	269	322
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G22670.5	AT2G22670.5	A.thaliana Araport11	1.32e-31	36	196	+/+	AT3G16500.1	61	252	137	303	121.324	70	109	33	269	320
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G22670.2	AT2G22670.2	A.thaliana Araport11	1.32e-31	36	196	+/+	AT3G16500.1	61	252	137	303	121.324	70	109	33	269	320
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G124800.1.p	GlysoPI483463.19G124800.1.p	G.soja v1.1	1.54e-31	36	231	+/+	AT3G16500.1	36	261	11	203	118.242	83	115	43	269	205
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G133000.1.p	GlysoPI483463.10G133000.1.p	G.soja v1.1	1.58e-31	35	234	+/+	AT3G16500.1	39	252	8	215	119.013	83	115	46	269	232
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G22670.4	AT2G22670.4	A.thaliana Araport11	1.68e-31	36	196	+/+	AT3G16500.1	61	252	154	320	121.709	70	109	33	269	339
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.09G193000.1.p	Glyma.09G193000.1.p	G.max Wm82.a4.v1	1.72e-31	44	165	+/+	AT3G16500.1	92	252	145	291	120.939	72	94	22	269	308
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G180100.1.p	Glyma.10G180100.1.p	G.max Wm82.a4.v1	2.31e-31	40	226	+/+	AT3G16500.1	36	252	16	223	119.013	90	117	27	269	240
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.20G173300.1.p	GlysoPI483463.20G173300.1.p	G.soja v1.1	2.31e-31	45	158	+/+	AT3G16500.1	100	252	85	227	119.013	71	92	20	269	244
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G04730.1	AT3G04730.1	A.thaliana Araport11	2.36e-31	37	220	+/+	AT3G16500.1	39	252	8	220	118.627	82	113	13	269	237
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G04100.1	AT1G04100.1	A.thaliana Araport11	2.94e-31	42	161	+/+	AT3G16500.1	105	251	95	254	119.013	67	97	15	269	262
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.02G124600.1.p	GlysoPI483463.02G124600.1.p	G.soja v1.1	3.15e-31	36	228	+/+	AT3G16500.1	39	261	18	201	117.472	81	113	49	269	203
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G142600.1.p	Glyma.02G142600.1.p	G.max Wm82.a4.v1	3.15e-31	36	228	+/+	AT3G16500.1	39	261	18	201	117.472	81	113	49	269	203
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.02G124500.1.p	GlysoPI483463.02G124500.1.p	G.soja v1.1	4.34e-31	42	173	+/+	AT3G16500.1	83	252	76	230	118.242	72	94	21	269	247
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G142500.3.p	Glyma.02G142500.3.p	G.max Wm82.a4.v1	4.34e-31	42	173	+/+	AT3G16500.1	83	252	76	230	118.242	72	94	21	269	247
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G161000.1.p	Glyma.19G161000.1.p	G.max Wm82.a4.v1	4.66e-31	36	231	+/+	AT3G16500.1	36	261	11	203	117.087	83	114	43	269	205
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.09G151700.1.p	GlysoPI483463.09G151700.1.p	G.soja v1.1	5.92e-31	43	165	+/+	AT3G16500.1	92	252	145	291	119.398	71	93	22	269	308
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G162400.2.p	Glyma.10G162400.2.p	G.max Wm82.a4.v1	6.62e-31	36	234	+/+	AT3G16500.1	39	252	8	215	117.472	84	115	46	269	232
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G203100.2.p	Glyma.08G203100.2.p	G.max Wm82.a4.v1	7.47e-31	40	174	+/+	AT3G16500.1	87	252	131	289	119.013	70	96	23	269	306
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj5g0019198.1	Lj5g0019198.1	L.japonicus Lj1.0v1	7.94e-31	41	173	+/+	AT3G16500.1	83	252	92	247	118.242	71	92	20	269	264
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G23050.1	AT3G23050.1	A.thaliana Araport11	9.12e-31	39	230	+/+	AT3G16500.1	36	252	9	226	117.472	89	114	25	269	244
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G04240.1	AT1G04240.1	A.thaliana Araport11	9.49e-31	37	233	+/+	AT3G16500.1	36	261	8	187	115.931	86	117	60	269	190
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.08G186400.1.p	GlysoPI483463.08G186400.1.p	G.soja v1.1	1.02e-30	40	174	+/+	AT3G16500.1	87	252	148	306	119.013	70	96	23	269	323
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G203100.1.p	Glyma.08G203100.1.p	G.max Wm82.a4.v1	1.02e-30	40	174	+/+	AT3G16500.1	87	252	148	306	119.013	70	96	23	269	323
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.20G210400.1.p	Glyma.20G210400.1.p	G.max Wm82.a4.v1	1.38e-30	45	158	+/+	AT3G16500.1	100	252	173	315	119.013	71	92	20	269	332
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G17600.1	AT3G17600.1	A.thaliana Araport11	5.28e-68	100	118	+/+	AT3G17600.1	41	158	41	158	205.682	118	118	0	158	159
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.13G085100.1.p	GlysoPI483463.13G085100.1.p	G.soja v1.1	9.43e-38	58	120	+/+	AT3G17600.1	42	157	75	193	130.183	70	86	5	158	195
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G117100.2.p	Glyma.13G117100.2.p	G.max Wm82.a4.v1	9.43e-38	58	120	+/+	AT3G17600.1	42	157	75	193	130.183	70	86	5	158	195
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.17G039400.1.p	GlysoPI483463.17G039400.1.p	G.soja v1.1	1.60e-37	58	121	+/+	AT3G17600.1	41	157	74	193	129.413	70	87	5	158	195
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G117100.1.p	Glyma.13G117100.1.p	G.max Wm82.a4.v1	2.93e-37	58	120	+/+	AT3G17600.1	42	157	125	243	130.568	70	86	5	158	245
